Frame,X,Y
1960,21,196
1961,33,199
1962,36,207
1963,35,216
1964,30,224
1965,28,229
1966,29,232
1967,33,231
1968,38,228
1969,46,226
1970,52,225
1971,57,225
1972,58,224
1973,60,221
1974,57,213
1975,49,202
1976,29,193
1977,18,191
1978,12,194
1979,10,196
1980,11,195
1981,25,198
1982,29,205
1983,32,213
1984,33,218
1985,30,220
1986,29,220
1987,31,220
1988,33,221
1989,39,224
1990,45,228
1991,51,229
1992,54,227
1993,55,222
1994,54,216
1995,51,206
1996,47,198
1997,28,191
1998,18,190
1999,10,192
2000,7,192
2001,10,193
2002,20,196
2003,31,200
2004,35,204
2005,36,206
2006,33,207
2007,31,207
2008,29,206
2009,27,207
2010,26,209
2011,29,215
2012,32,220
2013,36,224
2014,40,224
2015,44,221
2016,47,215
2017,48,208
2018,44,202
2019,38,199
2020,25,196
2021,11,191
2022,12,186
2023,10,184
2024,5,192
2025,21,198
2026,24,201
2027,25,203
2028,27,207
2029,27,209
2030,27,209
2031,26,210
2032,26,212
2033,27,214
2034,30,217
2035,31,219
2036,31,219
2037,30,217
2038,30,215
2039,29,211
2040,28,207
2041,26,203
2042,23,199
2043,11,195
2044,11,192
2045,13,194
2046,27,201
2047,30,207
2048,31,210
2049,30,210
2050,28,210
2051,28,209
2052,28,206
2053,27,203
2054,23,203
2055,19,208
2056,18,216
2057,20,222
2058,23,224
2059,25,223
2063,24,207
2064,22,204
2065,21,202
2066,21,201
2067,22,201
2068,23,202
2069,23,203
2070,23,208
2071,25,214
2072,26,218
2073,25,219
2074,23,217
2075,19,212
2076,16,211
2077,16,213
2078,19,216
2079,22,220
2080,26,223
2081,31,228
2082,35,232
2083,38,232
2084,40,229
2085,37,223
2086,29,213
2087,20,203
2088,2,197
2089,9,200
2090,9,204
2091,13,207
2092,18,212
2093,24,218
2094,31,223
2095,37,224
2096,41,224
2097,42,220
2098,38,214
2099,30,209
2100,21,207
2101,14,211
2102,11,217
2103,12,222
2104,15,225
2105,18,225
2106,20,224
2107,22,223
2108,22,221
2109,21,217
2110,19,211
2111,16,206
2112,14,203
2113,14,204
2114,16,208
2115,17,215
2116,18,219
2117,17,222
2118,17,224
2119,18,223
2120,20,223
2121,21,222
2122,21,223
2124,23,228
2125,24,230
2126,26,230
2127,27,228
2128,26,225
2129,25,224
2130,23,220
2131,19,217
2132,16,214
2133,14,212
2134,13,211
2135,14,212
2136,16,215
2137,19,220
2138,23,225
2139,25,229
2140,26,230
2141,26,228
2142,24,225
2143,20,222
2144,18,221
2145,18,222
2146,20,224
2147,22,225
2148,23,224
2149,24,226
2150,27,226
2151,30,225
2152,29,220
2153,25,212
2154,21,207
2155,16,204
2156,11,205
2157,10,206
2158,11,209
2159,12,215
2160,15,222
2161,16,227
2163,21,230
2164,23,230
2165,24,227
2166,23,223
2167,22,222
2168,21,225
2169,22,230
2170,22,231
2171,23,229
2172,24,227
2173,23,226
2174,22,222
2175,19,216
2176,17,211
2177,16,210
2178,17,215
2179,19,220
2180,20,224
2181,20,226
2182,20,229
2183,21,231
2184,24,233
2185,27,231
2187,29,226
2188,29,228
2189,31,228
2190,30,225
2191,27,219
2192,24,212
2193,22,208
2194,24,208
2196,24,205
2197,25,204
2198,27,204
2199,30,206
2200,31,209
2201,31,214
2202,29,219
2203,25,225
2204,22,229
2205,20,230
2206,19,229
2207,20,225
2208,22,223
2209,25,222
2210,28,226
2211,31,229
2212,36,228
2213,38,224
2214,38,220
2215,36,216
2216,33,210
2217,28,202
2218,11,195
2219,10,197
2220,14,202
2221,16,208
2222,19,214
2223,24,220
2224,28,224
2225,30,225
2226,30,223
2227,28,220
2228,27,216
2229,26,214
2230,26,215
2231,28,217
2232,29,220
2233,31,222
2234,33,221
2235,35,218
2236,35,214
2237,34,209
2238,32,205
2239,31,202
2240,29,200
2241,28,200
2242,26,203
2243,27,207
2244,28,213
2245,30,216
2246,28,218
2247,26,217
2249,26,217
2250,28,219
2251,29,222
2252,30,226
2253,33,229
2254,37,229
2255,40,226
2256,41,223
2257,43,218
2258,40,214
2259,34,208
2260,26,203
2261,19,200
2262,15,205
2263,16,209
2264,18,213
2265,21,215
2266,23,218
2267,26,219
2268,27,218
2269,28,214
2270,28,212
2271,28,211
2272,26,214
2273,26,215
2274,27,216
2275,29,215
2276,31,212
2277,32,208
2278,32,205
2279,31,203
2280,30,201
2281,29,199
2282,28,200
2283,27,201
2284,27,202
2285,27,202
2286,26,201
2287,24,201
2288,23,202
2289,22,201
2290,23,202
2291,24,204
2292,25,207
2294,26,212
2295,29,212
2296,32,211
2297,34,206
2298,34,201
2299,33,199
2300,31,199
2301,29,200
2302,25,198
2303,12,196
2304,11,195
2305,12,196
2306,12,196
2307,10,195
2309,9,196
2310,23,201
2311,25,204
2312,27,205
2313,26,208
2314,27,210
2315,28,210
2317,28,203
2318,27,202
2319,26,202
2320,26,202
2321,26,199
2322,25,198
2323,23,199
2324,23,202
2325,25,203
2327,24,201
2328,21,198
2329,8,196
2330,6,193
2331,6,194
2332,6,195
2333,6,196
2334,15,201
2335,16,206
2336,19,209
2337,24,211
2338,26,209
2339,28,206
2340,28,205
2341,27,205
2342,23,204
2343,17,200
2344,13,197
2345,1,197
2346,12,202
2347,14,205
2348,15,207
2349,14,209
2350,15,210
2351,16,210
2352,18,209
2353,18,209
2354,18,210
2355,18,212
2356,20,213
2357,23,213
2358,26,212
2360,25,210
2361,22,207
2362,18,203
2363,17,200
2364,16,199
2365,14,199
2366,13,199
2367,14,202
2368,16,208
2369,20,213
2370,22,215
2372,23,212
2373,20,206
2374,18,202
2375,16,201
2376,13,202
2377,10,204
2378,8,205
2379,7,206
2380,10,206
2381,13,207
2382,17,208
2383,20,209
2384,22,208
2385,22,204
2386,20,202
2387,19,204
2388,17,207
2389,15,208
2390,12,208
2392,9,203
2393,10,203
2394,10,202
2395,10,203
2396,10,204
2397,11,204
2398,13,206
2399,15,208
2400,17,210
2402,18,211
2403,18,207
2404,19,203
2405,20,201
2407,18,200
2408,15,200
2409,11,199
2410,10,201
2411,11,203
2412,12,206
2413,12,207
2414,11,207
2415,10,208
2416,12,208
2417,12,206
2418,12,205
2419,10,205
2421,11,207
2422,12,208
2423,15,211
2424,17,213
2425,18,212
2426,18,209
2427,19,204
2428,18,201
2429,16,200
2430,13,200
2431,9,201
2432,7,203
2434,9,207
2435,10,210
2436,10,212
2437,9,211
2438,8,208
2439,7,205
2440,8,204
2442,11,208
2443,12,210
2444,15,213
2445,18,215
2446,21,215
2447,23,211
2448,23,207
2449,21,202
2450,16,200
2451,11,200
2452,8,201
2453,7,204
2455,8,208
2456,9,210
2457,9,212
2458,9,212
2461,8,210
2462,7,210
2463,8,211
2464,9,212
2465,10,213
2466,11,214
2467,12,214
2468,13,212
2469,15,212
2470,16,212
2471,16,212
2472,15,212
2473,14,212
2474,14,213
2476,12,213
2477,10,212
2478,10,212
2479,11,214
2481,13,214
2482,13,216
2483,13,216
2484,13,216
2485,13,214
2486,13,214
2488,14,214
2489,15,213
2490,15,212
2491,14,211
2492,14,211
2493,15,212
2494,16,213
2496,16,219
2497,15,220
2498,14,221
2499,14,220
2500,17,220
2502,20,220
2503,20,221
2504,19,222
2505,18,220
2506,16,216
2507,14,213
2509,13,214
2510,15,214
2511,16,214
2512,20,217
2513,24,221
2514,27,225
2516,30,230
2517,29,230
2518,26,227
2519,23,222
2520,19,216
2521,16,215
2522,16,218
2523,17,222
2524,18,224
2525,21,224
2526,24,225
2527,25,225
2528,24,223
2529,22,221
2530,21,219
2531,21,217
2532,21,216
2533,21,216
2534,21,219
2535,21,223
2536,22,228
2537,24,230
2538,26,230
2539,25,224
2540,24,221
2541,22,218
2543,19,221
2545,19,223
2546,22,226
2547,26,229
2548,29,230
2549,31,230
2551,32,229
2552,31,227
2553,27,225
2554,24,225
2555,24,227
2556,24,229
2557,24,230
2558,24,229
2560,24,231
2561,26,228
2562,27,223
2563,26,221
2565,26,225
2566,27,226
2567,27,225
2568,27,224
2569,28,224
2570,28,223
2571,28,221
2572,27,221
2573,26,223
2574,26,224
2575,27,225
2576,28,225
2578,26,223
2579,25,222
2580,24,221
2581,25,222
2584,25,218
2585,25,221
2586,26,223
2587,28,223
2588,30,222
2589,31,221
2590,32,220
2591,34,224
2592,33,226
2593,31,228
2594,27,230
2595,25,230
2596,24,228
2597,25,228
2598,26,227
2600,25,231
2601,27,233
2602,29,232
2603,31,229
2604,30,226
2605,30,227
2607,31,226
2608,30,224
2609,28,223
2610,27,223
2611,27,222
2612,28,222
2613,28,222
2615,27,228
2617,28,232
2618,28,234
2619,29,235
2620,28,234
2621,26,231
2622,24,228
2623,24,226
2624,25,224
2625,24,225
2626,24,225
2627,24,228
2628,26,230
2629,28,232
2630,30,231
2631,31,228
2632,30,225
2633,30,223
2634,30,224
2635,29,226
2636,27,229
2638,24,230
2639,23,230
2640,24,233
2641,25,234
2642,25,233
2643,24,232
2644,23,232
2645,23,231
2646,23,229
2647,23,228
2649,23,230
2651,26,232
2652,29,234
2654,32,233
2655,31,232
2656,28,232
2657,26,233
2659,23,233
2660,21,235
2661,20,237
2662,20,237
2663,21,236
2664,21,235
2665,21,235
2666,22,235
2668,21,231
2669,21,231
2670,22,233
2671,24,236
2672,25,238
2673,25,239
2675,27,237
2676,28,236
2678,27,234
2680,23,233
2681,23,233
2682,23,234
2683,24,234
2684,23,234
2685,22,234
2686,20,234
2687,19,233
2688,19,232
2689,20,231
2690,21,230
2691,20,230
2692,19,230
2693,18,229
2694,18,229
2696,20,230
2697,21,229
2698,22,227
2699,22,227
2700,23,231
2701,24,234
2703,24,237
2704,21,232
2706,20,231
2707,21,230
2709,18,230
2710,16,230
2711,16,230
2712,17,230
2714,18,227
2715,17,225
2716,16,225
2718,20,228
2719,23,228
2720,24,228
2721,25,229
2722,24,230
2723,23,231
2725,21,229
2726,19,226
2727,18,226
2728,19,227
2729,20,228
2730,20,229
2731,20,229
2732,19,229
2733,19,227
2734,19,225
2735,19,224
2736,18,223
2737,17,221
2738,16,221
2739,15,220
2740,15,219
2741,16,219
2742,18,221
2743,19,225
2744,19,229
2746,21,233
2747,22,234
2748,22,234
2749,24,234
2750,24,232
2751,22,229
2752,19,227
2754,14,223
2755,16,222
2756,18,222
2757,18,222
2758,18,223
2759,18,224
2760,18,224
2761,18,221
2762,16,217
2763,15,215
2764,14,214
2765,14,214
2766,14,218
2767,15,222
2768,17,228
2769,19,234
2770,22,237
2771,24,237
2772,26,235
2773,27,230
2774,27,228
2775,25,227
2776,24,226
2777,23,225
2779,23,222
2780,22,221
2781,21,220
2782,22,219
2783,22,218
2784,21,216
2785,20,214
2786,20,213
2787,19,214
2789,20,219
2790,21,223
2791,22,227
2792,23,230
2793,24,232
2795,24,227
2796,22,223
2797,22,222
2800,22,221
2801,22,220
2802,24,221
2806,21,211
2808,18,212
2809,17,215
2812,20,229
2813,23,233
2815,30,234
2818,36,227
2819,34,226
2820,31,224
2822,24,217
2823,24,214
2824,23,213
2826,23,211
2827,22,210
2829,20,210
2830,20,214
2831,22,218
2832,24,224
2833,27,228
2834,28,230
2835,30,232
2837,31,229
2838,28,224
2839,27,222
2840,27,220
2841,28,219
2842,28,221
2843,30,222
2844,31,221
2846,29,216
2847,27,213
2848,25,210
2849,22,209
2850,20,210
2852,21,221
2853,22,227
2854,25,231
2855,29,235
2856,33,236
2857,35,234
2858,35,230
2859,33,227
2860,31,224
2861,28,221
2862,27,221
2863,27,220
2865,29,220
2866,29,219
2867,28,216
2868,28,212
2869,27,209
2870,27,208
2871,27,210
2872,26,214
2873,25,217
2874,27,223
2876,30,228
2877,33,227
2879,33,220
2880,30,217
2881,29,216
2882,29,217
2883,30,215
2886,31,214
2887,32,214
2888,32,212
2889,32,208
2891,28,204
2892,28,208
2893,29,213
2894,29,217
2896,30,222
2897,32,226
2900,34,219
2901,31,214
2902,30,214
2903,29,214
2904,29,213
2905,30,213
2906,30,213
2907,30,214
2908,32,216
2909,33,214
2910,33,210
2911,32,208
2912,32,211
2913,32,215
2914,32,219
2915,31,222
2916,32,222
2917,33,223
2918,35,223
2919,36,221
2920,34,218
2921,32,216
2922,32,216
2923,32,217
2925,32,213
2926,30,212
2927,30,213
2928,29,213
2929,29,212
2930,30,210
2932,33,213
2933,35,216
2934,36,219
2936,35,225
2938,36,225
2939,36,221
2940,35,217
2941,33,216
2944,31,222
2945,30,220
2946,30,218
2947,30,217
2948,30,217
2949,29,216
2950,28,214
2951,29,214
2952,31,216
2955,35,226
2956,35,229
2957,34,231
2958,35,231
2960,35,225
2962,33,219
2963,32,220
2964,33,222
2965,33,222
2967,31,221
2969,30,216
2971,28,217
2972,28,217
2973,30,219
2976,39,233
2977,40,236
2978,40,236
2979,40,234
2980,40,230
2981,39,223
2982,36,219
2984,32,224
2985,30,225
2987,28,222
2988,27,219
2989,28,218
2990,29,219
2992,29,221
2993,29,222
2994,32,226
2996,34,229
2997,34,230
2998,34,232
2999,35,234
3000,36,234
3001,37,235
3002,38,234
3003,38,231
3005,35,227
3008,30,221
3009,29,219
3010,30,222
3011,31,222
3012,31,221
3013,30,220
3014,31,221
3015,31,221
3016,30,221
3017,28,224
3018,30,227
3019,31,231
3020,32,233
3021,33,236
3023,34,238
3025,35,234
3027,31,229
3028,30,227
3029,30,225
3030,31,224
3031,32,224
3032,31,224
3034,26,222
3036,24,223
3037,25,222
3038,25,222
3040,25,230
3041,28,237
3042,31,242
3043,32,244
3045,35,240
3047,37,232
3048,37,232
3049,35,232
3051,33,228
3052,33,227
3053,32,227
3054,31,227
3055,30,226
3056,27,224
3058,24,221
3059,24,221
3060,26,224
3062,30,231
3063,31,233
3064,32,237
3066,35,240
3067,35,239
3068,34,236
3069,33,233
3070,30,231
3071,28,230
3072,27,230
3073,27,230
3076,28,228
3077,30,229
3078,32,230
3079,33,230
3080,32,227
3081,31,226
3082,30,225
3083,28,226
3084,28,227
3087,33,236
3089,35,240
3090,36,240
3091,36,240
3092,35,237
3094,30,230
3095,29,230
3096,28,229
3097,27,228
3098,27,230
3100,30,233
3101,31,233
3102,31,232
3104,30,230
3105,30,230
3106,30,232
3107,30,235
3108,30,240
3109,32,244
3110,33,246
3111,34,246
3112,36,245
3113,36,242
3114,35,239
3115,32,237
3116,29,236
3117,26,234
3119,24,232
3121,25,234
3122,25,235
3123,26,236
3124,26,237
3125,27,236
3126,27,235
3127,26,233
3128,25,232
3130,25,235
3131,27,237
3133,30,243
3134,31,246
3135,32,247
3136,32,245
3138,31,238
3139,30,236
3140,27,236
3141,26,236
3142,23,236
3143,21,236
3145,22,236
3147,25,238
3148,25,239
3149,25,239
3150,25,238
3151,25,237
3153,23,235
3156,22,235
3157,22,236
3158,24,239
3159,25,242
3161,27,246
3162,28,246
3164,27,240
3165,28,238
3167,26,238
3169,22,239
3170,21,238
3172,20,238
3174,22,239
3176,23,241
3179,22,241
3180,21,239
3182,20,235
3183,20,234
3184,20,235
3185,20,237
3186,19,240
3188,23,245
3189,24,245
3190,24,244
3191,24,243
3192,24,240
3193,23,240
3196,22,238
3197,21,237
3200,18,233
3201,19,233
3202,19,234
3203,19,235
3204,20,236
3205,20,237
3206,20,238
3207,20,238
3209,19,234
3210,17,232
3211,16,230
3212,16,230
3213,16,231
3214,16,231
3215,16,231
3216,17,232
3217,18,233
3219,21,236
3220,22,237
3221,22,237
3223,20,238
3225,19,236
3226,18,235
3229,19,235
3230,20,235
3231,21,235
3232,20,235
3234,18,232
3236,16,231
3238,16,232
3239,16,234
3240,16,235
3242,17,235
3243,18,235
3244,18,234
3245,17,234
3246,17,233
3247,16,232
3248,16,231
3249,15,230
3250,14,229
3252,14,230
3254,14,232
3256,15,234
3258,16,237
3259,17,238
3260,17,238
3261,16,238
3262,16,238
3263,16,238
3264,16,236
3265,15,235
3266,14,234
3267,13,233
3268,12,233
3269,13,233
3270,13,233
3271,13,234
3274,15,236
3275,15,236
3277,15,236
3278,15,236
3279,15,236
3282,12,233
3283,12,233
3284,12,233
3285,12,233
3288,12,233
3289,13,233
3290,13,234
3291,14,233
3292,13,233
3293,12,233
3295,12,232
3296,12,232
3297,12,231
3298,12,231
3299,12,231
3301,12,232
3302,13,232
3303,13,233
3304,12,232
3305,11,231
3307,10,231
3308,10,231
3309,10,232
3310,10,233
3312,11,235
3313,12,236
3314,12,236
3315,12,236
3316,12,236
3317,12,235
3318,11,235
3319,11,235
3321,10,233
3322,10,233
3323,10,234
3326,11,235
3327,11,236
3328,12,236
3329,12,236
3330,12,235
3331,12,235
3332,11,235
3333,11,235
3334,10,234
3335,10,234
3336,10,234
3337,10,234
3338,10,234
3340,10,235
3341,11,235
3343,11,236
3344,11,236
3345,11,235
3347,9,234
3348,9,234
3349,9,234
3350,9,234
3351,9,234
3352,9,234
3354,10,235
3355,10,236
3356,10,236
3357,10,235
3358,11,235
3359,10,235
3361,10,234
3362,9,234
3363,9,234
3364,9,234
3365,9,234
3366,9,234
3367,10,234
3368,10,234
3369,9,234
3370,10,235
3371,10,235
3372,10,235
3373,10,235
3374,10,235
3376,9,234
3377,9,233
3378,9,233
3379,9,234
3380,9,234
3382,9,234
3383,9,234
3384,9,234
3385,9,234
3386,10,235
3387,10,234
3390,9,234
3391,9,234
3392,9,234
3393,9,234
3394,9,234
3395,9,234
3396,9,234
3397,10,234
3398,9,234
3399,10,234
3400,10,234
3401,9,234
3402,9,234
3403,9,234
3407,9,234
3409,10,235
3410,10,235
3411,10,235
3412,10,235
3413,10,235
3414,10,235
3415,10,235
3416,10,235
3417,9,235
3420,9,235
3421,10,235
3422,10,235
3423,10,235
3424,10,235
3425,10,235
3426,10,235
3427,10,235
3428,10,235
3429,10,235
3430,10,235
3431,10,235
3432,10,235
3433,10,235
3434,10,235
3435,10,235
3436,10,235
3437,10,235
3438,10,235
3439,10,235
3440,10,235
3441,10,235
3442,10,235
3443,10,235
3444,10,235
3445,10,235
3446,10,235
3447,10,235
3448,10,235
3449,10,235
3450,10,235
3451,10,235
3452,10,235
3453,10,235
3454,10,235
3455,10,235
3456,10,235
3457,10,235
3458,10,235
3459,10,235
3460,10,235
3461,10,235
3462,10,235
3463,10,235
3464,10,235
3465,10,235
3466,10,235
3467,10,235
3468,10,235
3469,10,235
3470,10,235
3471,10,235
3472,10,235
3473,10,235
3474,10,235
3475,9,235
3476,10,235
3477,10,235
3478,10,235
3479,10,235
3480,10,235
3481,10,235
3482,10,235
3483,10,235
3484,10,235
3485,10,235
3486,10,235
3487,10,235
3488,10,235
3489,10,235
3490,10,235
3491,10,235
3492,10,235
3493,10,235
3494,10,235
3495,10,235
3496,10,235
3497,10,235
3498,10,235
3499,10,235
3500,10,235
3501,10,235
3502,10,235
3503,10,235
3504,10,235
3505,10,235
3506,10,235
3507,10,235
3508,10,235
3509,10,235
3510,10,235
3511,10,235
3512,10,235
3513,10,235
3514,10,235
3515,10,235
3516,10,235
3517,10,235
3518,10,235
3519,10,235
3520,10,235
3521,10,235
3522,10,235
3523,10,235
3524,10,235
3525,10,235
3526,10,235
3527,10,235
3528,10,235
3529,10,235
3530,10,235
3531,10,235
3532,10,235
3533,10,235
3534,10,235
3535,10,235
3536,10,235
3537,10,235
3538,10,235
3539,10,235
3540,10,235
3541,10,235
3542,10,235
3543,10,235
3544,10,235
3545,10,235
3546,10,235
3547,10,235
3548,10,235
3549,10,235
3550,10,235
3551,10,235
3552,10,235
3553,10,235
3554,10,235
3555,10,235
3556,10,235
3557,10,235
3558,10,235
3559,10,235
3560,10,235
3561,10,235
3562,10,235
3563,10,235
3564,10,235
3565,10,235
3566,10,235
3567,10,235
3568,10,235
3569,10,235
3570,10,235
3571,10,235
3572,10,235
3573,10,235
3574,10,235
3575,10,235
3576,10,235
3577,10,235
3578,10,235
3579,10,235
3580,10,235
3581,10,235
3582,10,235
3583,10,235
3584,10,235
3585,10,235
3586,10,235
3587,10,235
3588,10,235
3589,10,235
3590,10,235
3591,10,235
3592,10,235
3593,10,235
3594,10,235
3595,10,235
3596,10,235
3597,10,235
3598,10,235
3599,10,235
3600,10,235
3601,10,235
3602,10,235
3603,10,235
3604,10,235
3605,10,235
3606,10,235
3607,10,235
3608,10,235
3609,10,235
3610,10,235
3611,10,235
3612,10,235
3613,10,235
3614,10,235
3615,10,235
3616,10,235
3617,10,235
3618,10,235
3619,10,235
3620,10,235
3621,10,235
3622,10,235
3623,10,235
3624,10,235
3625,10,235
3626,10,235
3627,10,235
3628,10,235
3629,10,235
3630,10,235
3631,10,235
3632,10,235
3633,10,235
3634,10,235
3635,10,235
3636,10,235
3637,10,235
3638,10,235
3639,10,235
3640,10,235
3641,10,235
3642,10,235
3643,10,235
3644,10,235
3645,10,235
3646,10,235
3647,10,235
3648,10,235
3649,10,235
3650,10,235
3651,10,235
3652,10,235
3653,10,235
3654,10,235
3655,10,235
3656,10,235
3657,10,235
3658,10,235
3659,10,235
3660,10,235
3661,10,235
3662,10,235
3663,10,235
3664,10,235
3665,10,235
3666,10,235
3667,10,235
3668,10,235
3669,10,235
3670,10,235
3671,10,235
3672,10,235
3673,10,235
3674,10,235
3675,10,235
3676,10,235
3677,10,235
3678,10,235
3679,10,235
3680,10,235
3681,10,235
3682,10,235
3683,10,235
3684,10,235
3685,10,235
3686,10,235
3687,10,235
3688,10,235
3689,10,235
3690,10,235
3691,10,235
3692,10,235
3693,10,235
3694,10,235
3695,10,235
3696,10,235
3697,10,235
3698,10,235
3699,10,235
3700,10,235
3701,10,235
3702,10,235
3703,10,235
3704,10,235
3705,10,235
3706,10,235
3707,10,235
3708,10,235
3709,10,235
3710,10,235
3711,10,235
3712,10,235
3713,10,235
3714,10,235
3715,10,235
3716,10,235
3717,10,235
3718,10,235
3719,10,235
3720,10,235
3721,10,235
3722,10,235
3723,10,235
3724,10,235
3725,10,235
3726,10,235
3727,10,235
3728,10,235
3729,10,235
3730,10,235
3731,10,235
3732,10,235
3733,10,235
3734,10,235
3735,10,235
3736,10,235
3737,10,235
3738,10,235
3739,10,235
3740,10,235
3741,10,235
3742,10,235
3743,10,235
3744,10,235
3745,10,235
3746,10,235
3747,10,235
3748,10,235
3749,10,235
3750,10,235
3751,10,235
3752,10,235
3753,10,235
3754,10,235
3755,10,235
3756,10,235
3757,10,235
3758,10,235
3759,10,235
3760,10,235
3761,10,235
3762,10,235
3763,10,235
3764,10,235
3765,10,235
3766,10,235
3767,10,235
3768,10,235
3769,10,235
3770,10,235
3771,10,235
3772,10,235
3773,10,235
3774,10,235
3775,10,235
3776,10,235
3777,10,235
3778,10,235
3779,10,235
3780,10,235
3781,10,235
3782,10,235
3783,10,235
3784,10,235
3785,10,235
3786,10,235
3787,10,235
3788,10,235
3789,10,235
3790,10,235
3791,10,235
3792,10,235
3793,10,235
3794,10,235
3795,10,235
3796,10,235
3797,10,235
3798,10,235
3799,10,235
3800,10,235
3801,10,235
3802,10,235
3803,10,235
3804,10,235
3805,10,235
3806,10,235
3807,10,235
3808,10,235
3809,10,235
3810,10,235
3811,10,235
3812,10,235
3813,10,235
3814,10,235
3815,10,235
3816,10,235
3817,10,235
3818,10,235
3819,10,235
3820,10,235
3821,10,235
3822,10,235
3823,10,235
3824,10,235
3825,10,235
3826,10,235
3827,10,235
3828,10,235
3829,10,235
3830,10,235
3831,10,235
3832,10,235
3833,10,235
3834,10,235
3835,10,235
3836,10,235
3837,10,235
3838,10,235
3839,10,235
3840,10,235
3841,10,235
3842,10,235
3843,10,235
3844,10,235
3845,10,235
3846,10,235
3847,10,235
3848,10,235
3849,10,235
3850,10,235
3851,10,235
3852,10,235
3853,10,235
3854,10,235
3855,10,235
3856,10,235
3857,10,235
3858,10,235
3859,10,235
3860,10,235
3861,10,235
3862,10,235
3863,10,235
3864,10,235
3865,10,235
3866,10,235
3867,10,235
3868,9,235
3869,9,235
3870,9,235
3871,9,235
3872,9,235
3873,9,235
3874,9,235
3875,9,235
3876,9,235
3877,9,235
3878,8,235
3879,8,235
3880,8,235
3881,8,235
3882,8,235
3883,8,235
3884,8,235
3892,7,234
3893,7,234
3894,7,234
3895,7,233
3896,6,233
3897,6,233
3898,6,233
3899,6,233
3903,6,232
3904,5,232
3905,6,232
3906,5,232
3907,5,232
3908,5,232
3909,5,231
3910,4,231
3912,4,231
3913,4,231
3914,4,231
3915,4,231
3916,4,231
3917,4,231
3918,4,231
3919,3,231
3920,3,231
3921,3,231
3922,3,231
3923,3,231
3924,3,231
3925,3,231
3929,3,231
3930,3,232
3931,3,232
3932,3,232
3933,3,232
3934,3,232
3935,3,233
3937,3,233
3938,4,233
3939,4,233
3940,4,233
3941,3,233
3942,4,233
3943,4,233
3944,4,234
3945,4,234
3946,4,234
3947,4,234
3948,4,234
3949,4,234
3950,4,235
3951,4,235
3952,4,235
3957,4,236
3959,4,236
3960,4,237
3961,4,237
3962,4,237
3967,5,238
3968,5,238
3969,5,238
3970,5,239
3973,5,239
3974,5,239
3975,5,239
3979,5,239
3980,5,238
