Frame,X,Y
2139,223,99
2140,218,104
2141,215,105
2142,213,106
2143,214,106
2144,216,104
2145,218,98
2146,222,95
2147,224,92
2148,225,94
2149,224,98
2150,224,104
2151,223,108
2152,222,110
2153,219,110
2154,216,108
2155,214,106
2156,213,104
2157,213,101
2158,212,98
2159,212,98
2160,212,97
2161,212,95
2162,213,91
2163,215,89
2164,217,89
2165,218,90
2166,217,92
2167,216,93
2168,215,95
2169,212,97
2170,212,98
2171,211,100
2172,209,103
2173,207,104
2174,205,104
2175,205,103
2176,206,102
2177,209,101
2178,211,102
2179,211,105
2180,210,107
2181,212,108
2182,213,106
2183,213,102
2184,209,97
2185,203,95
2186,199,95
2187,197,94
2188,198,91
2189,198,90
2190,196,89
2191,195,89
2192,196,88
2193,198,89
2194,200,89
2195,201,90
2196,200,91
2197,199,92
2198,196,97
2199,192,98
2200,188,99
2201,186,99
2202,186,98
2203,186,99
2204,187,99
2205,188,97
2206,190,95
2207,191,92
2208,193,96
2209,195,100
2210,194,104
2211,188,113
2212,185,115
2213,183,113
2214,181,108
2215,182,103
2216,181,99
2217,179,98
2218,178,97
2219,180,97
2220,181,95
2221,182,93
2222,181,93
2223,180,95
2224,178,96
2225,176,97
2226,175,97
2227,172,98
2228,169,100
2229,168,101
2230,168,100
2231,169,97
2232,168,95
2233,165,93
2234,162,92
2235,160,91
2236,161,90
2237,164,90
2238,168,91
2239,171,92
2240,174,94
2241,174,96
2242,173,97
2243,170,99
2244,165,100
2245,160,102
2246,158,100
2247,158,97
2248,160,93
2249,161,91
2250,162,89
2251,162,89
2252,162,89
2253,162,90
2254,161,90
2255,160,91
2256,159,91
2257,158,92
2258,154,94
2259,149,95
2260,147,94
2261,145,93
2262,144,92
2263,143,91
2264,143,91
2265,140,91
2266,138,90
2267,140,87
2268,142,85
2269,144,85
2270,145,84
2271,147,82
2272,150,81
2273,152,83
2274,152,86
2275,151,88
2276,148,89
2277,143,92
2278,139,98
2279,138,100
2280,137,100
2281,137,97
2282,141,91
2283,144,86
2284,146,84
2285,147,84
2286,147,84
2287,146,86
2288,144,87
2289,142,88
2290,137,91
2291,133,91
2292,130,91
2293,128,89
2294,127,87
2295,127,85
2296,130,85
2297,132,84
2298,132,84
2299,132,82
2300,131,82
2301,129,82
2302,125,86
2303,119,91
2304,115,92
2305,113,91
2306,113,87
2307,118,81
2308,121,79
2309,124,78
2310,128,77
2311,132,76
2312,135,78
2313,136,82
2314,134,85
2315,127,90
2316,124,93
2317,123,93
2318,123,92
2319,123,90
2320,124,87
2321,127,84
2322,129,83
2323,129,83
2324,128,83
2325,125,85
2326,122,88
2327,120,89
2328,118,89
2329,118,88
2330,118,87
2331,118,86
2332,119,85
2333,120,83
2334,120,81
2335,118,80
2336,114,81
2337,111,82
2338,108,85
2339,104,88
2340,101,89
2341,98,88
2342,97,85
2343,102,77
2344,107,73
2345,110,72
2346,113,70
2347,116,72
2348,118,75
2349,119,77
2350,119,79
2351,117,80
2352,112,81
2353,108,84
2354,107,86
2355,107,87
2356,108,85
2357,111,80
2358,114,79
2359,115,78
2360,115,78
2361,113,79
2362,108,82
2363,104,86
2364,102,88
2365,101,89
2366,101,89
2367,101,88
2368,102,86
2369,103,85
2370,104,83
2371,105,81
2372,104,81
2373,101,83
2374,98,86
2375,94,88
2376,92,89
2377,90,88
2378,89,88
2379,87,86
2380,86,85
2381,86,84
2382,90,83
2383,94,81
2384,98,78
2385,102,75
2386,102,74
2387,102,73
2388,102,72
2389,102,72
2390,100,73
2391,98,74
2392,96,76
2393,99,75
2394,100,73
2395,100,72
2396,100,73
2397,100,74
2398,98,78
2399,95,81
2400,93,83
2401,90,84
2402,90,84
2403,90,84
2404,91,83
2405,92,80
2406,94,77
2407,95,74
2408,95,73
2409,92,74
2410,89,78
2411,87,81
2412,85,82
2413,83,82
2414,82,81
2415,80,78
2416,81,74
2417,84,72
2418,89,72
2419,93,72
2420,95,71
2421,95,71
2422,94,70
2423,93,70
2424,93,70
2425,93,70
2426,93,69
2427,92,69
2428,91,68
2429,92,68
2430,93,68
2431,93,66
2432,94,65
2433,94,67
2434,93,68
2435,91,69
2436,91,70
2437,90,71
2438,88,73
2439,87,74
2440,87,73
2441,90,71
2442,90,70
2443,89,70
2444,88,69
2445,87,69
2446,86,70
2447,82,73
2448,79,73
2449,79,71
2450,82,69
2451,85,67
2452,86,66
2453,87,64
2454,87,60
2455,88,59
2456,89,60
2457,90,62
2458,89,62
2459,87,63
2460,85,61
2461,84,58
2462,85,57
2463,87,56
2464,89,57
2465,87,58
2466,87,60
2467,87,60
2468,87,60
2469,86,60
2470,83,64
2471,82,65
2472,82,67
2473,82,66
2474,82,64
2475,82,60
2476,83,58
2477,83,57
2478,83,58
2479,83,58
2480,83,58
2481,82,58
2482,80,60
2483,78,63
2484,78,63
2485,79,64
2486,81,62
2487,82,57
2488,83,52
2489,83,49
2490,83,48
2491,83,49
2492,83,49
2493,82,48
2494,82,46
2495,82,47
2496,81,48
2497,80,49
2498,80,50
2499,80,49
2500,81,46
2501,81,46
2502,82,46
2503,82,48
2504,80,49
2505,80,49
2506,82,48
2507,83,46
2508,84,46
2509,84,46
2510,82,47
2511,81,50
2512,80,54
2513,81,56
2514,81,57
2515,81,57
2516,80,56
2517,81,55
2518,83,55
2519,83,54
2520,83,52
2521,83,52
2522,83,49
2523,82,48
2524,81,46
2525,81,44
2526,82,43
2527,82,43
2528,81,43
2529,81,44
2530,81,44
2531,81,45
2532,81,45
2533,80,46
2534,79,47
2535,78,49
2536,78,50
2537,79,49
2538,80,48
2539,81,45
2540,81,43
2541,80,42
2542,80,42
2543,79,43
2544,81,44
2545,82,45
2546,83,45
2547,84,44
2548,85,44
2549,86,43
2550,86,43
2551,85,43
2552,85,44
2553,84,46
2554,83,48
2555,82,48
2556,82,46
2557,82,43
2558,84,41
2559,85,40
2560,86,40
2561,85,40
2562,85,39
2563,84,40
2564,84,42
2565,83,44
2566,81,47
2567,80,47
2568,79,46
2569,80,45
2570,80,44
2571,79,44
2572,78,45
2573,76,46
2574,76,46
2575,78,46
2576,81,45
2577,83,42
2578,86,40
2579,89,39
2580,93,38
2581,94,39
2582,93,41
2583,90,43
2584,87,46
2585,87,47
2586,88,47
2587,87,45
2588,86,44
2589,84,43
2590,85,42
2591,88,40
2592,89,40
2593,89,40
2594,88,42
2595,88,43
2596,86,43
2597,85,43
2598,83,43
2599,81,43
2600,79,41
2601,79,41
2602,79,42
2603,79,42
2604,79,41
2605,80,40
2606,83,40
2607,85,40
2608,86,40
2609,88,39
2610,90,39
2611,90,37
2612,89,36
2613,88,36
2614,87,38
2615,86,40
2616,87,40
2617,88,40
2618,89,38
2619,88,38
2620,89,38
2621,89,39
2622,90,39
2623,89,42
2624,87,44
2625,85,47
2626,85,47
2627,84,45
2628,84,42
2629,84,40
2630,83,37
2631,81,37
2632,79,37
2633,77,37
2634,77,38
2635,79,38
2636,80,37
2637,82,33
2638,84,30
2639,85,28
2640,87,26
2641,87,25
2642,87,26
2643,87,26
2644,86,28
2645,87,28
2646,88,28
2647,89,28
2648,89,30
2649,89,32
2650,88,34
2651,89,34
2652,89,35
2653,88,36
2654,86,38
2655,85,40
2656,85,40
2657,85,38
2658,87,35
2659,87,33
2660,86,33
2661,85,34
2662,84,36
2663,83,37
2664,81,39
2665,79,40
2666,78,40
2667,78,40
2668,79,37
2669,81,34
2670,83,29
2671,85,26
2672,87,25
2673,87,25
2674,87,26
2675,86,27
2676,85,27
2677,85,27
2678,86,28
2679,86,30
2680,86,32
2681,87,32
2682,88,32
2683,87,32
2684,85,34
2685,84,36
2686,83,38
2687,83,39
2688,84,38
2689,84,37
2690,84,34
2691,84,33
2692,85,33
2693,85,34
2694,83,34
2695,81,35
2696,79,37
2697,79,39
2698,78,40
2699,78,39
2700,79,36
2701,81,32
2702,83,27
2703,85,23
2704,85,22
2705,86,20
2706,86,21
2707,86,22
2708,85,23
2709,84,25
2710,84,28
2711,83,30
2712,83,31
2713,82,32
2714,82,32
2715,82,31
2716,81,31
2717,81,31
2718,81,32
2719,81,33
2720,81,31
2721,81,30
2722,80,27
2723,80,26
2724,79,26
2725,79,27
2726,78,28
2727,78,31
2728,78,32
2729,77,31
2730,77,31
2731,76,30
2732,75,30
2733,74,31
2734,73,32
2735,73,33
2736,73,32
2737,75,29
2738,76,24
2739,77,20
2740,77,17
2741,78,16
2742,79,15
2743,79,17
2744,79,19
2745,78,22
2746,77,24
2747,75,24
2748,75,24
2749,73,23
2750,73,24
2751,73,25
2752,73,25
2753,74,25
2754,75,23
2755,77,23
2756,77,22
2757,76,22
2758,74,22
2759,73,22
2760,72,23
2761,70,25
2762,69,27
2763,69,28
2764,70,26
2765,71,23
2766,71,21
2767,70,21
2768,70,22
2769,70,24
2770,69,25
2771,68,26
2772,68,28
2773,68,28
2774,68,28
2775,67,27
2776,66,27
2777,66,27
2778,66,27
2779,66,27
2780,67,25
2781,67,23
2782,67,20
2783,68,19
2784,69,19
2785,69,19
2786,68,19
2787,67,19
2788,67,19
2789,66,19
2790,66,19
2791,66,20
2792,65,20
2793,65,21
2794,66,20
2795,66,19
2796,66,19
2797,66,17
2798,66,17
2799,66,17
2800,66,17
2801,65,18
2802,63,18
2803,63,19
2804,63,19
2805,63,19
2806,63,18
2807,64,18
2808,64,18
2809,64,18
2810,64,17
2811,64,16
2812,63,16
2813,64,17
2814,63,17
2815,62,18
2816,62,19
2817,62,19
2818,62,18
2819,62,17
2820,62,17
2821,63,16
2822,63,16
2823,64,16
2824,63,16
2825,63,16
2826,62,16
2827,62,18
2828,61,18
2829,61,19
2830,61,19
2831,61,19
2832,61,18
2833,61,17
2834,61,18
2835,62,17
2836,62,17
2837,62,16
2838,62,16
2839,61,16
2840,61,17
2841,61,19
2842,60,19
2843,60,19
2844,61,19
2845,61,18
2846,61,17
2847,61,18
2848,61,18
2849,61,17
2850,61,17
2851,61,17
2852,61,17
2853,61,18
2854,60,19
2855,60,19
2856,60,18
2857,60,18
2858,61,17
2859,61,17
2860,61,17
2861,61,17
2862,61,17
2863,61,17
2864,61,17
2865,60,18
2866,60,18
2867,60,18
2868,60,18
2869,60,19
2870,60,19
2871,60,18
2872,61,17
2873,61,17
2874,61,17
2875,61,16
2876,61,17
2877,61,16
2878,61,17
2879,60,17
2880,60,17
2881,60,17
2882,61,17
2883,61,17
2884,61,16
2885,61,16
2886,61,16
2887,61,17
2888,61,17
2889,61,16
2890,61,17
2891,61,17
2892,61,17
2893,61,16
2894,61,16
2895,61,16
2896,61,17
2897,61,16
2898,61,16
2899,61,16
2900,61,17
2901,61,17
2902,61,16
2903,61,16
2904,61,16
2905,61,16
2906,61,16
2907,61,16
2908,61,17
